Name,Age,Education,Employment,Income,Poverty Level
Bradley Bowen,41,No Education,Employed,908169,Above Poverty Line
Bradley Burke,71,Secondary,Employed,799101,Above Poverty Line
Joseph Martinez,75,No Education,Unemployed,11926,Middle Class
Alison Rivera,83,Primary,Employed,979465,Above Poverty Line
Kenneth Jones,74,Primary,Self-employed,550453,Above Poverty Line
Julie Thompson,75,Primary,Employed,902822,Above Poverty Line
Rachel Mayer,39,Tertiary,Self-employed,614653,Above Poverty Line
Megan Schroeder,21,Secondary,Employed,195440,Above Poverty Line
William Baker,44,Primary,Unemployed,13735,Middle Class
Bradley Sanchez,61,Secondary,Unemployed,4083,Below Poverty Line
Doris Oliver,70,Tertiary,Employed,570672,Above Poverty Line
Kyle Stafford,62,Secondary,Unemployed,7894,Below Poverty Line
Victoria Thornton,74,Tertiary,Unemployed,14147,Middle Class
Bradley Velez,21,Secondary,Self-employed,672343,Above Poverty Line
Helen Wilson,37,Secondary,Unemployed,5429,Below Poverty Line
Brittany Gonzalez,39,Primary,Employed,44228,Middle Class
Adam Bryant,86,Secondary,Employed,502884,Above Poverty Line
Nicole Burke,83,Primary,Unemployed,10822,Middle Class
James Wagner,19,Secondary,Self-employed,866781,Above Poverty Line
Dustin Spencer,63,Primary,Employed,72588,Middle Class
Matthew Jones,50,Primary,Self-employed,462489,Above Poverty Line
Susan French,21,Primary,Unemployed,16536,Middle Class
Heather Lee,53,Secondary,Employed,677753,Above Poverty Line
Curtis Alvarez,19,Primary,Employed,313327,Above Poverty Line
Christopher Howard,20,Tertiary,Employed,471011,Above Poverty Line
Jesse Snyder,73,Primary,Employed,569841,Above Poverty Line
Stephanie Hayes,55,No Education,Unemployed,17464,Middle Class
Elizabeth Delacruz,37,Secondary,Self-employed,457525,Above Poverty Line
Heather Barber,18,Primary,Unemployed,17303,Middle Class
James Silva,29,Secondary,Employed,914743,Above Poverty Line
James Smith,18,Tertiary,Employed,890711,Above Poverty Line
Joseph Ochoa,47,No Education,Unemployed,10835,Middle Class
Martin Perez,46,Primary,Self-employed,264342,Above Poverty Line
Henry Moore,50,Secondary,Employed,796008,Above Poverty Line
Nancy Clarke,29,Tertiary,Unemployed,8655,Below Poverty Line
Alexandra Escobar,73,No Education,Employed,873137,Above Poverty Line
Jeremy Brown,86,Secondary,Employed,234331,Above Poverty Line
Hannah Chapman,33,Secondary,Unemployed,13143,Middle Class
Christopher Spencer,35,Secondary,Employed,604019,Above Poverty Line
Thomas Hughes,36,Tertiary,Unemployed,14767,Middle Class
Amber Pennington,50,Secondary,Self-employed,314701,Above Poverty Line
Richard Baldwin,66,Tertiary,Employed,944090,Above Poverty Line
Faith Garcia,71,No Education,Self-employed,353005,Above Poverty Line
Gary White,65,Primary,Employed,943825,Above Poverty Line
Timothy Smith DDS,71,Primary,Employed,956019,Above Poverty Line
Melissa Callahan,74,No Education,Self-employed,820036,Above Poverty Line
Samantha Johnson,47,No Education,Self-employed,536274,Above Poverty Line
Victoria Duran,47,Secondary,Employed,284759,Above Poverty Line
Mrs. Karen Moore,47,Primary,Unemployed,4813,Below Poverty Line
Jennifer Nelson,33,Tertiary,Employed,396880,Above Poverty Line
Thomas Davis,59,Secondary,Unemployed,5750,Below Poverty Line
Matthew Bender,46,Secondary,Self-employed,799857,Above Poverty Line
Ashley Watts,56,Tertiary,Self-employed,458954,Above Poverty Line
Robert Nelson,45,Primary,Employed,430158,Above Poverty Line
Adam Sanders,45,Secondary,Unemployed,16781,Middle Class
Cody Fitzgerald,40,Primary,Employed,20180,Middle Class
Linda Ayala,48,Secondary,Self-employed,775055,Above Poverty Line
Regina Garza,44,No Education,Self-employed,365854,Above Poverty Line
Johnny Ortiz,46,Primary,Self-employed,849529,Above Poverty Line
Brianna Jackson,58,Tertiary,Unemployed,9792,Below Poverty Line
David Gutierrez,20,Secondary,Employed,408432,Above Poverty Line
Vicki Greene,47,No Education,Employed,989108,Above Poverty Line
John Anderson,42,Secondary,Self-employed,877374,Above Poverty Line
Nichole Fletcher,30,Secondary,Unemployed,6449,Below Poverty Line
Jonathan Williams,68,Primary,Self-employed,268617,Above Poverty Line
Michael Kim,45,Tertiary,Unemployed,10477,Middle Class
Lauren Brooks,56,Secondary,Unemployed,8427,Below Poverty Line
Kelly Taylor,86,Secondary,Unemployed,10437,Middle Class
Samantha Hall,76,Primary,Employed,75713,Middle Class
John Edwards,77,No Education,Employed,150327,Above Poverty Line
Andrew Williams,27,Secondary,Self-employed,291166,Above Poverty Line
Brian Bates,64,Secondary,Self-employed,172179,Above Poverty Line
William Johnson,78,No Education,Self-employed,375040,Above Poverty Line
Marissa Daniel,20,No Education,Employed,454003,Above Poverty Line
Pamela Allen,51,Tertiary,Employed,943359,Above Poverty Line
Joseph Brennan,31,Primary,Self-employed,973939,Above Poverty Line
Kathleen Phelps,84,Tertiary,Self-employed,675630,Above Poverty Line
Jason Stephenson,31,Tertiary,Self-employed,884357,Above Poverty Line
Matthew Bates,63,Primary,Self-employed,769005,Above Poverty Line
Jeremy Thompson,60,Primary,Self-employed,735386,Above Poverty Line
Tina Palmer,55,Secondary,Self-employed,293267,Above Poverty Line
Debbie Lynn MD,24,No Education,Unemployed,14564,Middle Class
James Conner,30,Secondary,Unemployed,3722,Below Poverty Line
Robert Chang,77,Secondary,Employed,930757,Above Poverty Line
Gina Fisher,57,Primary,Employed,466078,Above Poverty Line
Raymond Mclaughlin,45,Tertiary,Employed,858585,Above Poverty Line
John Gonzalez,28,No Education,Self-employed,146306,Above Poverty Line
Lauren Cherry,62,Tertiary,Unemployed,5330,Below Poverty Line
Nicole Cochran,50,No Education,Self-employed,777002,Above Poverty Line
David Jones,27,Tertiary,Unemployed,9094,Below Poverty Line
Trevor Aguilar,76,No Education,Self-employed,399463,Above Poverty Line
Theresa Mitchell,86,Secondary,Unemployed,10445,Middle Class
Regina Zavala DVM,57,Primary,Self-employed,908915,Above Poverty Line
Robert Howard,23,Primary,Self-employed,228445,Above Poverty Line
Travis Kennedy,46,Secondary,Self-employed,411954,Above Poverty Line
Jasmine Jackson,29,Secondary,Employed,598416,Above Poverty Line
Michelle Payne,27,No Education,Employed,268963,Above Poverty Line
Thomas Conner,63,Tertiary,Unemployed,6532,Below Poverty Line
Adam Thomas,58,Tertiary,Unemployed,3230,Below Poverty Line
Terry Cooper,63,Secondary,Unemployed,3918,Below Poverty Line
Ryan Michael,51,Tertiary,Self-employed,988711,Above Poverty Line
Sarah Gonzales,40,Secondary,Employed,19979,Middle Class
Martha Anthony,64,Primary,Employed,454188,Above Poverty Line
Jonathan Watson,79,Secondary,Employed,950040,Above Poverty Line
Cindy Davidson,55,Primary,Unemployed,8388,Below Poverty Line
Roger Osborne,53,Secondary,Unemployed,7144,Below Poverty Line
Matthew Day,39,No Education,Employed,52453,Middle Class
Amanda Smith,55,Primary,Self-employed,99180,Middle Class
James Gilbert,66,Primary,Self-employed,142161,Above Poverty Line
Edward Park,29,Primary,Employed,255508,Above Poverty Line
Anne Reyes,44,No Education,Employed,473313,Above Poverty Line
Megan Rose,39,No Education,Employed,571980,Above Poverty Line
Alexander Krause,44,No Education,Self-employed,842762,Above Poverty Line
Martin Duncan,51,Tertiary,Employed,976151,Above Poverty Line
Ryan Gibson,59,Primary,Unemployed,10227,Middle Class
Travis Harris,37,Secondary,Self-employed,512645,Above Poverty Line
David Trevino,36,Secondary,Employed,90093,Middle Class
Garrett Crawford,87,Secondary,Unemployed,5945,Below Poverty Line
Mark Trujillo,55,Tertiary,Self-employed,302617,Above Poverty Line
Jacob Hughes,59,Tertiary,Self-employed,416954,Above Poverty Line
Caitlin Chapman,18,Primary,Unemployed,6535,Below Poverty Line
Michael Taylor,18,Tertiary,Unemployed,9755,Below Poverty Line
Gina Wolf,74,Primary,Unemployed,13038,Middle Class
Eric Mack,43,Primary,Self-employed,957189,Above Poverty Line
Alicia Singh,35,Secondary,Unemployed,10137,Middle Class
Danielle Grant,26,Tertiary,Unemployed,7171,Below Poverty Line
Connie Perez,70,No Education,Unemployed,17445,Middle Class
Jessica Turner,34,Tertiary,Self-employed,108710,Above Poverty Line
Andrew King,56,Secondary,Unemployed,12831,Middle Class
Carly Bradley,19,Primary,Employed,336769,Above Poverty Line
Scott Morris,63,Tertiary,Self-employed,655262,Above Poverty Line
Danny Kaiser,81,Primary,Unemployed,17557,Middle Class
Henry Harris,72,No Education,Employed,161241,Above Poverty Line
Carmen Frey,32,Tertiary,Self-employed,84473,Middle Class
Nicole Hart,45,Primary,Self-employed,598866,Above Poverty Line
Aimee White,69,Tertiary,Unemployed,12064,Middle Class
Holly Mitchell,66,Primary,Employed,551331,Above Poverty Line
Joanna Hall,23,Secondary,Self-employed,230664,Above Poverty Line
Summer Wood,73,Tertiary,Employed,126940,Above Poverty Line
Kevin Harper,39,No Education,Self-employed,747202,Above Poverty Line
Stacey Powell,72,No Education,Employed,662645,Above Poverty Line
Joseph Clay,65,Primary,Unemployed,8423,Below Poverty Line
Sydney Cain MD,33,Tertiary,Self-employed,27448,Middle Class
Anthony Smith,79,No Education,Self-employed,956618,Above Poverty Line
Heather Rojas,64,No Education,Self-employed,725281,Above Poverty Line
Justin Andersen,63,Tertiary,Unemployed,5390,Below Poverty Line
Kylie Marks,72,Secondary,Self-employed,254671,Above Poverty Line
Mrs. Abigail Hensley,77,Tertiary,Unemployed,11887,Middle Class
Caitlyn Miller,77,Primary,Employed,236777,Above Poverty Line
Tracy Meyer,33,Primary,Unemployed,7486,Below Poverty Line
Sherry Clark,30,Secondary,Employed,861128,Above Poverty Line
Zachary Gardner,40,No Education,Unemployed,16474,Middle Class
Patricia Hernandez,59,Secondary,Employed,850193,Above Poverty Line
Kelsey Martinez,52,Tertiary,Unemployed,9782,Below Poverty Line
Lisa Ruiz,64,Tertiary,Unemployed,8581,Below Poverty Line
Melissa Rivers,80,Secondary,Employed,146545,Above Poverty Line
Alicia West,25,No Education,Unemployed,9084,Below Poverty Line
Adam Cain,69,Tertiary,Self-employed,616222,Above Poverty Line
Connie Ramsey,54,No Education,Self-employed,816096,Above Poverty Line
Glenda Byrd,78,Secondary,Employed,376065,Above Poverty Line
Maria Velazquez,73,Secondary,Self-employed,945810,Above Poverty Line
Haley Johnson,86,Tertiary,Unemployed,6963,Below Poverty Line
Daniel Ruiz,41,Primary,Self-employed,353649,Above Poverty Line
Connie Delgado,69,No Education,Employed,609607,Above Poverty Line
Ashley Goodwin,81,No Education,Unemployed,9154,Below Poverty Line
Elizabeth Brewer,30,Primary,Unemployed,8736,Below Poverty Line
Christopher Pearson,52,Primary,Self-employed,472305,Above Poverty Line
Michael Hicks,51,No Education,Employed,967120,Above Poverty Line
Eddie Gordon,43,Primary,Unemployed,4780,Below Poverty Line
Jennifer Cole,28,Primary,Employed,605610,Above Poverty Line
Dr. Roy Knight,64,No Education,Unemployed,15430,Middle Class
Sherry Jackson,70,Primary,Self-employed,880320,Above Poverty Line
Kevin Solomon,28,Primary,Self-employed,871424,Above Poverty Line
Derrick Long,25,Tertiary,Employed,472070,Above Poverty Line
Brent Barnes,23,No Education,Employed,579882,Above Poverty Line
Tiffany Simon,78,Primary,Unemployed,13403,Middle Class
William Pearson,77,No Education,Employed,619389,Above Poverty Line
Suzanne Green,57,No Education,Unemployed,18345,Middle Class
Joyce Taylor,79,Secondary,Employed,177275,Above Poverty Line
Emily Porter,64,No Education,Self-employed,508068,Above Poverty Line
Matthew Bruce,42,Primary,Self-employed,478326,Above Poverty Line
Tammy James,84,Tertiary,Employed,461313,Above Poverty Line
Denise Williams,28,Secondary,Employed,378288,Above Poverty Line
Raymond Price,56,Tertiary,Employed,768278,Above Poverty Line
Isaiah Gonzalez,54,Tertiary,Self-employed,172382,Above Poverty Line
Erin Ortiz,76,Primary,Unemployed,5750,Below Poverty Line
Amber Cole,52,Primary,Self-employed,195961,Above Poverty Line
Frederick Edwards,68,Secondary,Employed,551319,Above Poverty Line
Darryl Irwin,68,Primary,Self-employed,178763,Above Poverty Line
Jeremiah Gardner,19,No Education,Unemployed,17849,Middle Class
Michele Roth,43,No Education,Self-employed,326918,Above Poverty Line
Robert Reed,58,Tertiary,Employed,815130,Above Poverty Line
Antonio Flowers,72,Secondary,Unemployed,15445,Middle Class
Brett Huff,49,No Education,Unemployed,15961,Middle Class
Charles Hernandez,78,Tertiary,Self-employed,872694,Above Poverty Line
Joseph Long,58,Secondary,Unemployed,18375,Middle Class
Shannon Aguilar,69,Secondary,Unemployed,10851,Middle Class
Joseph Steele,58,No Education,Employed,827997,Above Poverty Line
Rebecca Williams,25,Tertiary,Employed,49375,Middle Class
Brandi Brown,86,Secondary,Self-employed,799742,Above Poverty Line
Kelsey James,86,Secondary,Self-employed,62638,Middle Class
Johnny Sanders,76,Tertiary,Employed,788192,Above Poverty Line
Monica Gates,43,Primary,Unemployed,13921,Middle Class
Ronald Turner,66,No Education,Employed,790991,Above Poverty Line
Jonathon Hill,37,No Education,Unemployed,4935,Below Poverty Line
Brandon Robertson,74,Tertiary,Employed,535843,Above Poverty Line
Monica Blair,55,No Education,Unemployed,14792,Middle Class
Teresa Friedman,64,No Education,Employed,656335,Above Poverty Line
Joseph Young,68,Tertiary,Employed,894198,Above Poverty Line
Heather Montoya,29,Tertiary,Unemployed,3026,Below Poverty Line
Sarah Martin,76,Tertiary,Self-employed,529013,Above Poverty Line
Ashlee Black,22,No Education,Unemployed,11634,Middle Class
Glenn Garcia,57,Tertiary,Self-employed,930509,Above Poverty Line
James Walters,78,Tertiary,Unemployed,12264,Middle Class
Thomas Taylor,37,Tertiary,Employed,618740,Above Poverty Line
Jacqueline Williams,20,Tertiary,Unemployed,14914,Middle Class
Jeffrey Edwards,84,Primary,Employed,14831,Middle Class
Gabriel Smith,37,Secondary,Self-employed,272862,Above Poverty Line
Troy Drake,80,Secondary,Employed,408701,Above Poverty Line
Brenda Jackson,60,Secondary,Unemployed,15000,Middle Class
Kevin Potter,72,Tertiary,Self-employed,536568,Above Poverty Line
Jenny Ryan,64,Secondary,Self-employed,996856,Above Poverty Line
Sabrina Campbell,54,Secondary,Employed,366458,Above Poverty Line
Stephanie Montgomery,64,Tertiary,Self-employed,339961,Above Poverty Line
Scott Nguyen,39,Secondary,Unemployed,14794,Middle Class
Andrew Krueger,82,Secondary,Unemployed,8368,Below Poverty Line
Joshua Gutierrez,26,Tertiary,Self-employed,587280,Above Poverty Line
Gordon Russell,68,Primary,Unemployed,7682,Below Poverty Line
Lindsey White,52,Secondary,Unemployed,9797,Below Poverty Line
Kathleen Pace,86,No Education,Self-employed,884009,Above Poverty Line
Albert Leonard,87,Tertiary,Unemployed,6694,Below Poverty Line
Susan Pace,81,Secondary,Employed,633784,Above Poverty Line
Craig Leon,86,Primary,Self-employed,337709,Above Poverty Line
Allen Johnson,58,Secondary,Unemployed,12463,Middle Class
Christina Peters,78,Secondary,Self-employed,960224,Above Poverty Line
Olivia Hamilton,52,Tertiary,Unemployed,12091,Middle Class
Mary Schmidt,21,Secondary,Employed,77820,Middle Class
Chelsey Cooke,32,Primary,Employed,612322,Above Poverty Line
Amy Diaz,56,Tertiary,Self-employed,345645,Above Poverty Line
Mario Wade,24,Tertiary,Self-employed,818705,Above Poverty Line
Timothy Campos,69,Primary,Employed,114573,Above Poverty Line
Kimberly Moore,71,Tertiary,Unemployed,9675,Below Poverty Line
Ryan Moore,19,Tertiary,Unemployed,15660,Middle Class
Sarah Williams,73,Secondary,Self-employed,751568,Above Poverty Line
Christopher Walsh,50,Tertiary,Self-employed,126305,Above Poverty Line
Mark Lamb,47,Primary,Self-employed,971360,Above Poverty Line
Patricia Moore,85,Primary,Unemployed,10997,Middle Class
Glenda Chavez,39,Primary,Employed,798195,Above Poverty Line
Lindsay Humphrey,27,Secondary,Unemployed,13172,Middle Class
Michael Rocha,78,No Education,Employed,411587,Above Poverty Line
Jason Sampson,40,Tertiary,Self-employed,415879,Above Poverty Line
Adam Guerrero,31,Tertiary,Unemployed,17077,Middle Class
Paul Reid,30,Primary,Employed,420206,Above Poverty Line
Megan Henderson,87,Tertiary,Employed,209165,Above Poverty Line
David Jimenez,26,Secondary,Employed,447393,Above Poverty Line
Keith Pena,60,Secondary,Unemployed,7104,Below Poverty Line
Jeffrey Johnston III,32,Primary,Unemployed,15544,Middle Class
Rebekah Davies,33,Tertiary,Self-employed,515863,Above Poverty Line
Mrs. Gina Dunn,54,Primary,Unemployed,9007,Below Poverty Line
Jacob Hernandez,80,Tertiary,Unemployed,6443,Below Poverty Line
Donna Ray,62,Tertiary,Unemployed,14837,Middle Class
Laura Hendrix,23,No Education,Self-employed,322584,Above Poverty Line
Jay Nguyen,36,Tertiary,Self-employed,450538,Above Poverty Line
Jamie Compton,84,Tertiary,Unemployed,13028,Middle Class
Dorothy Calhoun,78,Secondary,Employed,296011,Above Poverty Line
Anthony Duffy,34,Primary,Employed,982182,Above Poverty Line
Jason Mckay,85,Primary,Self-employed,430270,Above Poverty Line
Christopher Bell,21,Secondary,Self-employed,519479,Above Poverty Line
Heidi Anthony,68,Tertiary,Employed,479906,Above Poverty Line
Robert Chavez,33,Primary,Employed,528934,Above Poverty Line
Joanna Bishop,39,Tertiary,Self-employed,287010,Above Poverty Line
Travis Gilbert,58,Primary,Self-employed,529257,Above Poverty Line
Wendy Mejia,81,No Education,Employed,356611,Above Poverty Line
Chase Duncan,19,Secondary,Unemployed,9876,Below Poverty Line
Kevin Clark,73,Primary,Self-employed,312759,Above Poverty Line
Nathan Richardson,75,Primary,Employed,142111,Above Poverty Line
John Jordan,80,Primary,Employed,862202,Above Poverty Line
Steven Johnson,63,Tertiary,Unemployed,6276,Below Poverty Line
Lauren Quinn,59,Primary,Self-employed,448710,Above Poverty Line
Brittany Graves,23,Primary,Employed,589823,Above Poverty Line
